Date,Entry
13-Oct-20,"Good day to all! While areas north of the Region continue to face large daily increases in COVID-19 numbers, the numbers in the Niagara Region are rising, but at a far slower rate. New cases on Oct. 9 totalled nine, with nine cases recorded on Oct. 8. The reproductive rate is at 1.1, just a hair above the desired 1. With only approximately one case of COVID-19 in the Region requiring hospitalization, Niagara hospitals continue to operate below the targeted use rate of 90%. Six to seven thousand residents are tested each week. The Regional target for positive tests is 5% or lower. In the week of September 27- October 3, 1.1% of those tested by the health unit tested positive. In that same week, Pelham had three residents test positive, with none requiring hospitalization. All are self-isolating at home. On the Town front, we unfortunately have had some users of the community centre give Town staff pushback when asked some basic questions concerning their health before being allowed to enter the building, Really, people? Staff are only following protocol deemed necessary to keep all users safe. If you feel violated by answering the questions then stay in your car while your child is practicing. There are some arenas in the Region that do not allow any spectators at all. We in Pelham do not want to go down this road, but we will not tolerate Town staff being subjected to rude and abusive behaviour. Please, let’s get back to behaving the way we Pelhamites are known for, friendly and respectful. On a happier note, last Sunday our first public skate was held, and was deemed a success by staff. Skaters had to phone in and make a reservation, with 50 being the number allowed at any one time on the ice. All skaters followed the rules, and enjoyed the opportunity to put the blades on and have some fun while exercising. Concerning council business, the new guy, Wayne Olson, continues to impress his fellow councillors and Town staff with his breadth of knowledge on so many topics, and his easy going, yet no-nonsense approach to Town business. I hope everyone had a great Thanksgiving. We in Pelham have a lot to be thankful for!Mayor Marvin Junkin"
06-Oct-20,"I had the pleasure Friday afternoon, along with several other officials, of re-opening the Steve Bauer Trail, where it picks up on the south side of Port Robinson Road. This section has been closed while a contractor has been busy paving it. Wow! What a job! Of course being on an old railway bed, it is as straight as an arrow, and now after paving it is as smooth as the proverbial baby’s behind! Although this trail has always been heavily used, being paved makes it a very attractive exercise alternative for those with accessibility issues. If COVID-19 numbers continue to climb, there is a distinct possibility that the Town will have to close the community centre’s walking track again. If this happens, this trail will offer all walkers looking for a smooth surface an excellent walking experience. This paving project came to completion mainly due to two groups of people. Firstly, a big thank you to those Town staff members who are continually searching government websites for grant money. A $75,000 grant from the Ontario Municipal Community Cycling Agency was procured by Town staff, and the trail project approved by council in July. And secondly, a sincere thank you to the Pelham Active Transportation Committee, for proposing this project to council. This committee is forever searching for ways in which council can make ours an even more walkable community, and they hit a home run with this suggestion! The other grant the Town received for the project was from the Canada Summer Games, to be used for a legacy project. The amount of this grant was $21,250. The Fonthill Legion will be cooking up Thanksgiving dinners for seniors this Saturday, Oct. 10. President Toni McKelvie has informed me that she will be cooking over 200 lbs of turkey for this event. Seniors are encouraged to phone (905) 892-6293 to sign up for this meal, which will be delivered. On Oct. 15, the Legion will restart their seniors dinner programme, which ran in the late spring and early summer of this year. When this programme was ended, the Legion had cooked and delivered some 7,200 meals. A heartfelt thank you to all the caring members at the ol’ 613. I will end on a sad note this week, having learned of the passing and tragic death of a good friend, Earl Clapp. Earl owned Niagara Farm Metals, and over the years I had the pleasure of doing business with Earl and purchasing his products for various building projects. It was during these transactions that Earl conveyed to me his love of the open road that could only truly be enjoyed while riding his motorcycle. He once took me into his garage and showed me a map of North America, covered in pins. Each pin marked a location that he and his cycling buddies had visited. This old farm boy, tied down to the farm by a demanding herd of Holsteins, could only look at this map with awe. So many adventures! So many stories! Earl was a top-shelf individual, and an honourable man. R.I.P. Earl. My sincere condolences to his wife Tillie and to all other members of his family…He will be missed.Mayor Marvin Junkin"
29-Sep-20,"With the arrival of autumn the Niagara Region has seen an increase in COVID-19 infections. As of Monday, our days-to-double rate has jumped to 77. There were 50 new cases in the previous three days, bumping the reproductive number to 2.3, well above the desired 1. Although the last six weeks had seen zero cases of COVID in area hospitals, I see that the average number of cases hospitalized by week has moved from 0.0 to 0.1, so I assume that during that last week, someone was admitted to a hospital. I could not reach anyone at Public Health to confirm this. The predominant age group continues to be 20 to 29 that makes up the majority of the infections, which is good in one way, as this is also the age group that is most likely not to need hospitalization, but can self-isolate at home if they do test positive. On the Town front, the Recreational staff continue to bring more activities into play at the community centre. The walking track is now open, with users having to call ahead to schedule their desired times. No running is allowed, and of course, face masks must be worn. Ice rentals continue to be near the maximum, change rooms are being used, but no showers allowed. With the Region’s COVID-19 numbers remaining on the low side, and Town staff carrying on with very stringent cleaning protocols, Town residents can feel safe when using any Town facility. Along with the coming of fall, this time of year also marks the beginning of municipal government’s budget process, with Pelham being no different. After passing the budget meeting schedule, the Town always holds a public meeting, where residents can offer suggestions on worthwhile community projects. This meeting was held this past Wednesday, with four citizens/groups coming forward. The active transportation committee, through their spokesperson Bea Clark, brought several projects to council’s attention, ranging from Town trail improvement to making bicycling safer on Canboro Road. A shop owner, representing a group of merchants, appeared before council, again, to request a part of the water station parking area, which is currently in grass, to be converted to eight parking spots. While driving through that part of Town last Tuesday I noticed that all on-street parking spaces were fi lled. H opefully t his c oming y ear council can find the funds to get this project done, so more people can enjoy shopping at these businesses. Rounding out the groups appearing before council was a member of the Pelham Tennis Association. The members would like to see re-surfacing work done to the courts, which are open to the public, along with a reconfiguration of part of the courts, to include pickle ball facilities. On behalf of council, I thank all of these groups for taking the time to bring these projects to our attention. Mayor Marvin Junkin"
22-Sep-20,"At last Thursday night’s Regional Council meeting, councillors voted to extend the Region-wide bylaw making the wearing of facial masks mandatory when residents are inside a public building, or when social distancing is not possible. The bylaw was extended to April 1, 2021. The rational for an extension this long was that this would take the bylaw through the flu season, and it is believed that with the increased confinement everyone experiences during the winter months, COVID-19 infections could rise. There were a number of councillors, I was one of them, that did not want to extend the bylaw that far into the future. Staff pointed out that many area Regions had adopted the April 1 date, and if the Public Health Unit deemed that the masks were no longer needed, say in February or March, we could at that time rescind the bylaw. When called, the vote was roughly 85% in favour with yours truly being one to vote in favour of extending. On Friday, also at Region, Regional Chair Jim Bradley and the mayors of all 12 lower-tier municipalities signed a declaration making Niagara a member of the Coalition of Inclusive Municipalities that want to improve their policies against racism, discrimination, exclusion, and intolerance. Niagara now joins 82 other municipalities across Canada that are working to advance initiatives which improve their practices to promote social inclusion, establish policies to eradicate all forms of racism and discrimination, and promote human rights and diversity. In this day and age with the Ontario Human Rights Code in place, I dare say most of these items are already covered, but it never hurts to have a re-affirmation of their policies stated. They should indeed be included in all government policies.Mayor Marvin Junkin"
16-Sep-20,"A significant number was reached in Canada on September 11, no deaths due to C19 were reported on that day—the first time this has happened since April. On the other hand, in Niagara, we have had two consecutive days of three new cases, dropping our days-to-double rate from over 600, to its current number of 329. The current effective reproductive number is at 1.7, which is well above the desired 1. The average number of cases hospitalized in the past seven days is zero. To date, in Niagara, there have been 953 confirmed cases in a population of 448,000, which represents 0.21 per cent of the population. Back in April—was that only five months ago? — Public Works brought a report to council outlining that the Department would need an additional $21,000 to plant and maintain the Town’s flower beds. With the possibility of a large deficit, brought on by the pandemic, council voted not to spend this money, but instead voted to have staff organize a competition that would involve community groups and residents stepping forward to plant and maintain the beds with the participants vying for prize money. The competition would be judged by the Town’s Beautification Committee over the Labour Day weekend. Well folks, the judging has been completed. The winner, by the slimmest of margins, was 3rd Fonthill Scouting, shown above, with that group planting and maintaining the North Pelham Gateway sign. One of the leaders of the group, Kent Ratcliffe, informed me that over the course of the summer over 20 scouts had contributed time and love to the garden. The order of finish of the other groups is: 2nd place went to the Pelham Garden Club for the Centennial Park flagpole; 3rd place finishers were the Meridian Fonthill group, who looked after the Peace Park garden; and rounding out the competition were Shawn Petlichkov and Daniel Kilmowicz, who were sponsored by Lookout Point, with the gardens at the front of Town Hall. I took the time to visit all four locations on the weekend and I was amazed at the arrangement and beauty of the plants at all four locations. Great job everyone! Council and the residents thank you for making our town that much more attractive.Mayor Marvin Junkin"
08-Sep-20,"As of Friday noon Pelham had zero active cases of COVID-19, and since the beginning of the pandemic there have been 41 in total active cases. The Niagara Region as a whole has 10 active cases, with seven municipalities reporting zero active cases. The numbers in the Region continue to be great, especially when one considers the number of people visiting the area, either in the typical tourist areas, such as N-O-T-L and Niagara Falls, but also the higher than usual numbers of tourists visiting the beaches in Niagara. Town Clerk Nancy Bozzato and her staff have been tasked with running an election in Ward 1 during this pandemic. Last Thursday was the first of two advance polls, located at Fire Stations 2 and Station 3. The next advance poll is this coming Saturday, September 12, with Election Day occurring net Tuesday, September 15, at these same two locations. My wife, Candi, and I voted last Thursday at Station 3, located just north of Sixteen Road, on Cream Street. As I expected, everything went like clockwork, from the staff screening at the entrance, to the individuals taking names, checking I.D.s, and the last person showing voters how to place their ballot in the voting machine. Sanitizing of the booths is done after each use, and an added bonus because of the pandemic, is that each voter gets to keep the pen they used to mark the ballot. Two hundred and one people voted at this first advance poll, with the votes not being tabulated until after 8 PM on Election Day. Municipal government is the grassroots of the three governmental levels. This is the level you phone when your road isn’t plowed in the winter or has too many potholes in the summer; and yes, every once in a while, a resident will phone either myself or Town staff to say “Job well done.” I encourage all Ward 1 residents to do their democratic duty and mark their choice! Mayor Marvin Junkin"
01-Sep-20,"With school openings in Niagara just days away, it is great to see COVID-19 numbers continuing to be low even as Stage 3 enters its third week. As of this writing we saw no new cases in Niagara, with an effective reproductive number at 0.4, well below the acceptable level of 1. Days to double is at its all time highest rate, 752. Niagara District School Board is saying that 80% of its students have opted to return to the classroom, as opposed to continue learning by virtual means from home. This is hardly surprising as a big part of school is socializing with friends and interacting with each other. A huge development on the COVID-19 front is the imminent approval by Health Canada of a saliva test for the virus which would augment the rather uncomfortable nasal test. The saliva test has already been approved for use in many southern US states, and with a 94 % conformity rate to the nasal test Health Canada is expected to follow suit very soon. The three main benefits of this test are that it is cheaper than the nasal test, it does not have to be administered by a healthcare worker, and one just has to spit into a container and send it to a lab. Contrary to current government policy, some experts think that any child with symptoms should be given a mandatory test to help prevent clusters. If saliva testing does indeed get approved in Canada, this level of testing does become feasible. On the Town front, facilities continue to reopen with ever-evolving protocols in place. Effective last Friday, Town staff are no longer administering temperature tests to any person entering Town facilities. As of this writing staff will continue to ask the standard questions and gather contact information. The fall reopening for the MCC is based on provincial guidelines for recreational facilities. Some highlights are: 50 people will be allowed on the ice at one time, and 50 spectators are allowed as long as they follow social distancing rules. Both arenas will have change rooms open with no showers. The walking track will be open with users having to make reservations, no running will be allowed. The track will be cleaned/ disinfected once a day. Also, as per provincial guidelines air dryers in the washrooms will be disabled with paper towels being used instead. Proposed programming at this point in time is as follows: stick and puck programs, shinny, public skating, ladies learn to play hockey, senior learn to skate, return of Brock fitness, senior fitness, chair yoga, pickle ball, and some after-school programs for youth. The old Pelham Town Hall is scheduled for reopening, with safety rules developed by Town staff to be enforced. With our continued low numbers in the Region it is great to see not only our facilities opening, but facilities throughout Niagara opening up, encouraging people to get back to their exercise regimes. Has COVID-19 left us? No, of course not, but by continuing to follow the recommended safety protocols there is no reason not to get on with this thing called life! On the family front, our middle son Zach will be joining present-day explorer Adam Shoalts on a canoe trip in Labrador. Plans came together very suddenly and Zach is ecstatic to get this once-in-a-lifetime chance to join our locally raised adventurer on one of his trips. Good luck, boys!Mayor Marvin Junkin"
25-Aug-20,"We have all come to recognize the main signs of C-19— temperature, cough, fatigue. Experts are also telling us that there are numerous other side-effects caused by the pandemic, not caused by C-19, but by the isolation that the population was asked to voluntarily submit to, especially during April and May. Good friends of mine own a sizable orchard just outside of town limits, and one of their many crops is sweet cherries. This crop is harvested mostly by pick- your- own enthusiasts from Toronto. These people usually come to this farm in buses. But because of the pandemic, this year they drove to Pelham in their own cars. When I was discussing this year’s harvest with the field manager, she made the comment that the pickers seemed to not want to follow the rules of the orchard and, in fact, were what she called “a more ornery bunch.” The manager hypothesized that perhaps after being isolated in their apartments or houses due to government directives, that now that they were finally allowed some of their personal freedoms back, they were in no mood to follow yet more rules. The overall number of pickers this year actually increased over last year, which the farm owners were very appreciative of, but the stress level of handling the more aggressive nature of the customers was also a lot higher. This conversation got me to thinking of how our bylaw officers handled the situation here in Town. Not one ticket has been handed out to anyone found “breaking” pandemic rules over the last several months, relying instead on educating the offending citizens as to proper procedure. When I hear of other jurisdictions that have ticketed their residents much more aggressively, I can’t help but wonder if they weren’t doing more harm than good by not cutting the offenders some slack. Adding to somebody’s stress level by quickly handing out a ticket, without first exploring the communication route, seems mean-spirited to me. Now that we are in Stage 3 and jobs are starting to return, I think that everyone’s stress level is slowly coming back to normal. Grab a friend and go for a walk…and if it ends at a patio where cold beer is on tap, so much the better.Mayor Marvin Junkin"
18-Aug-20,"Stage 3 COVID-19 numbers for the Region continue to be very good. As of this writing there are no cases of C-19 in any Regional hospital. The reproductive number at the beginning of the week was exceptionally impressive, being at .5. H owever, again as of Saturday it was .9, somewhat higher, but still below 1, which they tell me the experts like to see it under. While doing business around town, I noticed there is still the occasional person who will forget to don a mask before entering a business. Depending on the business, the interaction that I have witnessed is either the owner will transact the business “this” time, but next time you will be required to be wearing a mask, or, once inside, and seeing everyone wearing a mask, the offender will do a 180-degree turn and go back to their car to get theirs. Friday afternoon, Candice and I visited a local patio for a pop or two, and I am happy to report there was no wait time. This is actually the first time since the patios have been open that we were able to be seated. Sipping a cold one under the shady umbrella brought back memories of past summers, and friendly get-togethers. I certainly hope that we get a warm, dry fall, so that these patios will be with us for a few more months. With summer a bit past its halfway point, roadside produce stands are at their peak as far as selection goes. When one hears of the food shortages in other countries, caused either by civil unrest, or extreme weather conditions, it truly is amazing the abundance and variety of food found in these roadside stalls, and the Canadian food system as a whole. Like too many other good things, and it is a long list, food is just one of many basics that, as Canadians, we take for granted. There was good news on the Town’s financial front this week. Some two weeks ago, the federal government announced that it would be allocating $7 billion dollars to the Province of Ontario, of which $4 billion was to be distributed to the province’s 444 municipalities. The Town has been informed that we will be receiving $446,000, being released in the first round. The first round amounts to less than half of the $4 billion total. Municipal treasurers will have to make business plans, showing if their municipalities deserve more. Rest assured that Pelham’s Treasurer Teresa Quinlin and her crew will be going through all Town receipts, tracking down any additional C-19 expenditures. The Town shouts out a big “Thank You!” to the two higher levels of government. On the national jobs front, the Canadian workforce grew by 952,900 jobs in June, and a further 420,000 jobs in July. These two numbers combined represent over 55% of the total jobs lost back in March and April. This great country is picking itself up by the bootstraps, and starting to roll again! Mayor Marvin Junkin"
04-Aug-20,"With the new masking bylaw now in effect, everyone will be watching closely the Niagara Region’s Health page, which lists the latest C-19 numbers. Too early of course to be attributed to the bylaw, it is good to see zero new cases for Saturday, Aug 1, and only five the day before. With the majority of cases now occurring in the 29-39-year-old age bracket, hospitalized cases of C-19 in Niagara remain at zero. These are great numbers, although we have only been one week at Stage 3, with its increased business openings, and increased outings by the general population. It is great to see the town’s restaurants doing a healthy outdoor patio business. While out and about last Thursday evening I came across one patio which had a 30-minute wait time for a table. The Town’s recreation facilities continue to run smoothly, with both rinks at the MCC now open. Basketball has started up with an evening programme, so that daycamp users have left the building before the basketball players arrive. This is essential so that the Town can still keep the overall number of people in the community centre below the provincially regulated number of 50. With the increased revenue from the ice rinks, along with reduced incurred expenses, Town staff are projecting a C-19- related deficit of less than $700,000, down from the approximately $850,000 that was previous estimated.The federal government has released $4 billion dollars to the province of Ontario, which is to be distributed to the 444 municipalities in Ontario. Town staff and councillors are anxiously waiting to hear what Pelham’s share will be. Nominations for candidates wishing to be elected councillor in Ward 1 closed on Friday at 2 PM. Seven residents have thrown their proverbial hats into the ring. With this many candidates, it should be an interesting summer for Ward 1 residents. I wish all candidates the best! On the farm front, our wheat harvest is complete, with a great yield received. With below-average rainfall during June and July in our neck of the woods, wheat has proven once again that it likes hot, dry summer days…don’t we all!Mayor Marvin Junkin"
28-Jul-20,"Last Thursday night, Regional Council passed, almost unanimously, a mask bylaw for the Region. Anyone entering a public building after July 31 within the Region must be wearing a mask. The fine, if issued, would be $1,000. The NRPS have already stated that they do not have the resources to enforce this bylaw, leaving the task of enforcement to either Regional bylaw enforcement, of which there are seven, or to area municipal bylaw staff. I have always been reluctant to pass this bylaw for this very reason. Without the manpower to enforce this bylaw, it becomes a suggestion. I am afraid that there will be confrontations between pro-mask people and people not wearing a mask. It must be remembered by everyone that the bylaw allows exemptions to anyone with a medical condition that prohibits the wearing of a mask and also to anyone with a disability that keeps them from correctly putting a mask on their face. At no time do either of these groups have to provide proof of same. Also the bylaw does not apply to children under five years old. The bylaw, unless reviewed by council, will end October 1. The days leading up to the vote saw councillors inundated with emails from both sides stating studies that provided evidence that their side was right, and the other side was out to lunch. Many emails were from practicing medical doctors, mostly from the Toronto area. The doctors were adamant in their beliefs that the masks were very effective when people were in close contact with one another, with no room for social distancing. It was their testimonials that swayed my vote to the yes side, along with a small peak in numbers of cases that occurred last weekend. If the overall average numbers remain low during the next 60 days of Stage 3, I will be very reluctant to vote for renewing the bylaw past October 1. Mayor Marvin Junkin"
21-Jul-20,"One week ago, certain areas of the province moved to Stage 3 of the reopening process. The province wanted all areas to experience four weeks of Stage 2 opening procedures, with the maintenance of low numbers during this time, before advancing to Stage 3. Because the Niagara Region was one week later than these other regions in advancing to Stage 2, our advancement to Stage 3 was delayed one week. In Stage 3, more restrictions will be loosened, and nearly all businesses and public spaces will open, as long as they follow public health advice. Businesses that won’t be allowed to open in Stage 3 are amusement parks, and water parks, buffet-style food services, private karaoke rooms, saunas and steam rooms, and table games at casinos and gaming establishments. Also not allowed in Stage 3 are overnight stays at camps for children. In order for a Region to move into Stage 3, not only must it have been in Stage 2 for 4 weeks, it must meet certain requirements on four public health indicators. They are: (1) the health system must be operating at a certain percentage below capacity. As of late last week, there were no coronaviris patients in any Niagara hospital. (2) the virus spread and containment must meet provincial standards. (3) the Region must show a certain level of incidence tracking capacity. (4) the public health system in general must not be stressed or overburdened. Of course, no matter what level of openness we are at, we all must continue to do the big three— frequent hand-washing/ sanitizing, maintaining physical distancing, and wearing a mask where physical distancing is a challenge. It was disappointing to see the jump of 10 new cases reported last Saturday, after several days of zero or single-digit numbers. Let’s hope that as we enter Stage 3, we remain vigilant and take care to protect ourselves and others. Mayor Marvin Junkin"
14-Jul-20,"After being open again for at least a couple of days, Town facilities have experienced few problems. Pelham is leading most Regional municipalities when it comes to the number of facilities that we have opened. While some Town Halls will not be opening until after Labour Day, our Town Hall opened last Monday. Town Hall, with an active screening process, has had a flawless re-opening. The staff working inside the building are very happy with the testing protocol in place, as it raises their level of safety. At the community centre, everyone from players to parents dropping these players off have been strictly adhering to the rules in place, and the d i rec t ional markings on the floor. Everyone realizes that if rules are broken, and social distancing is not practiced, staff will be forced to shut down the facility. With only Pelham and Niagara Falls having ice this summer, parents are quite happy not having to drive to the next closest facility, in Burlington.With an acute shortage of ice in the Region this summer, staff will be putting ice in the second rink, late July early August. Having the second rink in operation, with a minimal increase in staff, makes even better economic sense. Pelham is one of only three municipalities that is holding day camps this summer. These camps will have groups of eight children, four to seven year olds, and eight to 12 year olds. Each group will have two leaders. Some of the activities will be laser tag, mini golf, Improv Niagara, mad science, and the carousel players. Registration is happening now, and some camps have already filled. Check the Town website for remaining availability and any further details you may need. The swimming pool is now open, with swimming lessons offered in two-week sessions. The first session is full, with three more sessions having spots available. A family can make a reservation to rent the pool for x-number of hours during the day. It is apparent that citizens want to continue moving forward, as witnessed by the overwhelming registration numbers for our facilities. It is unfortunate that basketball will have to wait until September 3 to re-open, as per the rules from the province. Basketball teams can, however, use the outdoor courts in the Town. Mayor Marvin Junkin"
07-Jul-20,"The debate among citizens and politicians as to whether or not governments should mandate the wearing of face masks appears to be heating up. The two sides to the argument are thus: The pro-mandate group argues that in order to maintain our good numbers moving forward, especially with more and more businesses opening up, masks should be mandated as it will be harder to maintain a social distance. They argue that mandating the wearing of masks will also help prevent the second wave, that some people are forecasting in the fall. They point to countries in Southeast Asia that from the very beginning of the pandemic have enforced the wearing of masks, and have for the most part achieved very low death rates. The anti-mandate group points to our good numbers and asks why should we start wearing masks now, when our numbers are what they are? They point out that if a person does not follow the correct protocol when putting a mask on, or taking it off, a person could do more harm than good, possibly touching the mask, and then touching their face. The mayors of the municipalities recently had a teleconference call to debate this issue, and it was pretty evenly divided between the pro-and anti-mandating groups. I pointed out on the phone call that ever since this pandemic started back in early March, Canadian politicians have stepped back and let the health and sciences people run the show, following their rules and recommendations. The acting head of Niagara Health, Dr. Hirji, and the heads of health for the other six regions in Ontario, do not recommend making the wearing of face masks mandatory. It is Dr. Hirji’s contention that enforcement will be a big issue, and that there are scientific arguments to be made for both sides. The Regional Chair, Jim Bradley has called a special meeting of Regional Council for this Wednesday, July 8, at 3 PM, so that all Regional councillors can debate this issue. I think that if it is mandated, that it should be done on a Regional basis, not at the municipal level. If Regional Council does not pass a bylaw making it mandatory, individual businesses can still make wearing a mask mandatory for anyone shopping in their store. This is what is occurring in Niagara Falls, where tourist traffic is a big concern. The bottom line is, no matter which group you are in, if you have any symptoms at all, stay home, continue frequent handwashing/sanitizing, and respect the space of the people around you. Until next week...Mayor Marvin Junkin"
01-Jul-20,"On Friday, Ontario reported 111 new instances of COVID-19, which is the lowest number in any 24-hour period since March 25. This is a remarkable number when one considers that provincial testing is at an all-time high, with 30,780 tests being administered on Thursday alone. In Niagara, on Friday, one new case was registered, only three the day before. At present, there is one active case in Pelham. With these great numbers, and the Niagara Region in Phase 2, businesses continue to open. Much to everyone’s relief, I was able to get my first haircut in three months. At Regional Council’s Zoom meeting on Thursday evening, several councillors commented on how different I looked. When I noted that they were saying “different,” not “good,” there was a noticeable silence. (Sigh.) At Pelham Town Hall, steps continue to be taken for our July 6 reopening to the public. Regular services will resume, albeit by appointment only for the foreseeable future. Town staff have produced a reopening document entitled “Moving Forward.” Contained within are operating guidelines/ best practises for employees returning to Town Hall, after working almost exclusively at home for the last three months. Personal Protective Equipment will be provided to employees when a minimum of two metres of separation between workers is not possible. Other areas covered are cleaning and disinfecting schedules and procedures, protocols for safety and health checks, and a plan for physical distancing. This document will not only apply to Town Hall, but also the MCC, Fire Station #1, Tice Road operations, and the libraries. Other town openings are as follows: The community centre will be open for ice rentals as of next Wednesday, July 8. Children’s summer camps start up July 6 with a 4-to-1 child-to-staff ratio. And of course, adhering to health unit regulations. The Town swimming pool opens July 6t. See the Town website for details, and you must book your swimming time online in advance. The town’s restaurants and pubs have, by and large, taken advantage of the Town’s/ province’s relaxed rules for outdoor patios and it is great to see that the patios are doing a brisk business. On a more somber note, the Economic Rapid Response Team recently completed its second survey of Niagara businesses. The results are very sobering. Seven hundred and forty-five respondents reported a combined loss of some $425 million dollars. Extrapolated across the entire Niagara region economy, the revenue loss is estimated to be $7.8 billion. Fully one third of Niagara businesses are either at risk of imminent permanent closure, or vulnerable to closure. Our two levels of government, municipal and Regional, must be aware of these numbers and cut spending to the bone. Tax increases at all levels must be kept to a minimum. I encourage all citizens to contact your local government representative and make them aware of your thoughts on this matter. Mayor Marvin Junkin"
23-Jun-20,"Although many new residents may not be aware of its importance, agriculture has always played a significant role in Pelham. Because of our unique location and very fertile soils, our agricultural base was very diverse. Anything from nursery stock—huge at one time— to fruits and vegetables, and of course the old standbys, livestock and field crops. One of the oldest farms in Pelham belongs to Roger and Nancy Miller, located on Kilman Road. Roger is the fifth generation of the Millers to farm the land and is somewhat disappointed that neither of his two sons is interested in carrying the farm on for another generation. Long hours and low pay pushed them both into other life interests. A member of the Miller family has worked the home farm since 1829. After r e t u r n i n g home from Guelph University, Roger was intent on raising sheep, but wise words from his father, Donald, convinced him otherwise. “If you’re going to get married, then you should sell the sheep. With them around, it will be too easy for the wife to pull the wool over your eyes.” Forever the obedient son, the next day, the sheep were gone. On a side note, Nancy is still there, looking after the farm’s accounts, among a host of other jobs. The Millers became lifetime dairy farmers, selling the herd in 2001. Now 76 years old, Roger has drifted into semi-retirement—he bales 20,000 small square bales every year along with using a couple of hundred acres to grow wheat and soybeans. Farming on a more intensive scale are Lee and Brenda Johnson. Lee and Brenda have been farming on Memorial Drive for 46 years. With apples being their main crop, they also grow a wide range of vegetables, such as sweet corn, peppers, and potatoes to name just a few. To help with the labour-intensive planting and harvest, Lee employs offshore workers. Usually hiring a contingent of around 16 of these workers, this year Lee is only hiring ten. Social distancing and the continuing spread of the COVID-19 virus in Mexico are two of the reasons for these reduced numbers. Farming with Lee and Brenda are two of their sons, Nate and Spencer. Everyone has a specific category of the business for which they are responsible, with of course everyone pitching in where and when needed in the field operations. A percentage of their product is sold in their stores, located on Foss Road and the old fruit barn across from Minor Bros. on Highway 20. Although some of their neighbours had hail damage just a few weeks ago, the only curve that mother nature has thrown at them so far was a frost which destroyed their early planting of sweet corn. As are most area farmers, Lee is casting anxious eyes skyward, looking for water. In closing, I would like to thank the town residents who have shown their continued support for me, either through emails, phone calls, or social media. Your kind words of encouragement are greatly appreciated. Until next week.Mayor Marvin Junkin"
15-Jun-20,"With as difficult as the last three months have been, it’s important that we keep our spirits up as life returns slowly to something resembling “normal.” Last week’s re-opening of the Pelham Farmer’s Market is one such thing. Unfortunately, I wasn’t able to make it there myself on Thursday, but I was very happy to hear that the day went off smoothly.Farmers’ markets are a great event to have in every community. While in the winter they’re obviously limited around here, in-season you can pretty much buy anything you need right from the people who grow it. In recent years, many people have become more interested in knowing where their food comes from. Since the produce in grocery stores often comes from hundreds, even thousands, of kilometres away, we’ve realized that the energy needed to get it on our tables might not be worth the cost to the environment. For most of human history, people have mostly eaten things grown close by to where they live, so maybe we’re now realizing that this is a more sustainable way to do things. And by buying straight from the farmers, a lot of people like to talk to the farmers and learn about how the things they eat are grown. In the “olden” days of last summer, you might even have been able to shake their hand!One the biggest changes in the past century or two has been the move of people from rural areas to more urban, and from living and working on farms to not doing so. Back in 1931, about 30 percent of Canadians lived on farms. But by 2006, only two percent did. All four of my children grew up on our farm and decided to do something else with their lives. I don’t blame them, and it’s hard to see those numbers reversing, but I do think it’s good that farmers’ markets let people meet the farmers in our area.I feel very lucky to have gotten to know most of them during my years working our dairy farm. There’s a real community among local farmers, so everyone to help everyone else out when it’s needed. The pandemic has been hard on a lot of people of course, but I’ve been thinking a lot about those local farmers over the past months. With restaurants (mostly) closed and markets not running, many have had a hard time selling their products. And indeed you usually don’t make a lot of money farming at the best of times. The recent hail storm also took a big toll on some Fenwick and North Pelham operations.Still though, all of the those I’ve talked to are staying positive and keeping at their work. How people react under stress is a true measure of their guts, and I’m proud to call most of Pelham’s farmers my friends, and glad that the market is open for them once again!Mayor Marvin Junkin"
